OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID,x,y
388,CC-PLP-086,Mineola (PLASP),Social Services,Child Care (PLASP),Child Care Centre,145 Windy Oaks,,Mississauga,ON,L5G 1Z4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0839,School-Based Centre,Yes,1,396717,-8859392.57448515,5398165.17734971
389,CC-OTH-167,Northridge Montessori School,Social Services,Child Care (Other),Child Care Centre,2185 Stavebank Rd,,Mississauga,ON,L5C 1T3,905-281-0840,https://peelchildcare.cioc.ca/record/CDR0044,Community-Based For-Profit Centre,No,7,396700,-8862877.46518921,5397919.277564
390,CC-YMC-052,Palgrave (YMCA),Social Services,Child Care (YMCA),Child Care Centre,8962 Patterson Side Rd,,Caledon,ON,L0N 1P0,905-857-3531,https://peelchildcare.cioc.ca/record/CDR0602,School-Based Centre,Yes,4,323108,-8886893.1899703,5457108.24733989
391,CC-PLP-160,St. John Paul II (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9094 Bolton Heights Rd,,Caledon,ON,L7E 5R8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0604,School-Based Centre,Yes,6,197779,-8877434.35255416,5448449.87724955
392,CC-FDC-018,Ray Lawson (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,725 Ray Lawson Blvd,,Brampton,ON,L6Y 0T8,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1131,School-Based Centre,Yes,4,391662,-8877286.23104239,5410244.3643349
393,CC-FDC-021,SouthFields Village (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,110 Learmont Ave,,Caledon,ON,L7C 3R1,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1036,School-Based Centre,Yes,2,400217,-8886051.70253221,5428060.05578004
394,CC-PLP-182,St. Teresa of Avila (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6675 Montevideo Rd,,Mississauga,ON,L5N 4E8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0703,School-Based Centre,Yes,9,255080,-8877934.3446289,5402431.23727482
395,CC-OTH-218,Village Montessori School,Social Services,Child Care (Other),Child Care Centre,15673 McLaughlin Rd,,Caledon,ON,L7C 1M9,905-838-3886,https://peelchildcare.cioc.ca/record/CAL0075,Community-Based For-Profit Centre,No,1,253868,-8898148.91605724,5434034.92390648
396,CC-HDC-011,Wee Watch Private Home Day Care (Terrace Woods),Social Services,Child Care (Home Child Care),Child Care Centre,110 Adesso Dr,"Unit 7, Suite 2",Vaughan,ON,L4K 3C5,647-933-1153,https://peelchildcare.cioc.ca/record/CDR1445,Home Care,No,0,,-8853055.2268566,5430941.37278604
397,CC-OTH-196,Simply Smart Child Care,Social Services,Child Care (Other),Child Care Centre,6745 Century Ave,,Mississauga,ON,L5N 8C9,905-593-6780,https://peelchildcare.cioc.ca/record/CDR1053,Community-Based For-Profit Centre,No,9,8787,-8877188.80944903,5404215.33075585
398,CC-OTH-122,Lakeside Montessori,Social Services,Child Care (Other),Child Care Centre,1079 Lakeshore Rd E,,Mississauga,ON,L5E 1E8,905-891-8332,https://peelchildcare.cioc.ca/record/CDR1143,Community-Based For-Profit Centre,No,1,,-8856331.21980514,5400408.57236932
399,CC-OTH-093,Giant Leap,Social Services,Child Care (Other),Child Care Centre,8930 Hwy 50,,Brampton,ON,L6P 3A5,647-367-9321,https://peelchildcare.cioc.ca/record/CDR1130,Community-Based For-Profit Centre,Yes,8,336421,-8867081.5549166,5430674.66782276
400,CC-YMC-061,St. Cornelius (YMCA),Social Services,Child Care (YMCA),Child Care Centre,16066 Innis Lake Rd,,Caledon,ON,L7C 2Z2,519-942-3290,https://peelchildcare.cioc.ca/record/CAL0434,School-Based Centre,Yes,3,92392,-8889691.38406775,5446827.18729272
401,CC-OTH-004,Absolute Angels II Daycare,Social Services,Child Care (Other),Child Care Centre,10635 Creditview Rd,,Brampton,ON,L7A 0T4,905-970-9581,https://peelchildcare.cioc.ca/record/CDR1321,Community-Based For-Profit Centre,No,6,,-8887285.03919452,5417505.88027793
402,CC-OTH-014,Appleseed Academy of Early Learning,Social Services,Child Care (Other),Child Care Centre,2067 Stanfield Rd,,Mississauga,ON,L6X 1J3,905-459-9219,https://peelchildcare.cioc.ca/record/CDR1139,Community-Based For-Profit Centre,No,1,117004,-8858362.63327007,5402791.63086439
403,CC-YMC-003,Belfountain (YMCA),Social Services,Child Care (YMCA),Child Care Centre,17247 Shaws Creek Rd,,Caledon,ON,L6P 3A5,647-367-9321,https://peelchildcare.cioc.ca/record/CDR1287,School-Based Centre,Yes,1,326398,-8907595.1435684,5432746.90130795
404,CC-YMC-007,Caledon East (YMCA),Social Services,Child Care (YMCA),Child Care Centre,15738 Airport Rd,,Caledon,ON,L6X 0E1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1289,School-Based Centre,Yes,3,84576,-8890155.48762196,5444306.97793189
405,CC-YMC-014,Corpus Christi (YMCA),Social Services,Child Care (YMCA),Child Care Centre,4155 Elora Dr,,Mississauga,ON,L6X 0E1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1353,School-Based Centre,Yes,4,230553,-8866872.79830035,5401452.82311116
406,CC-FDC-005,Eldorado (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,25 Wardsville Dr,,Brampton,ON,L5H 3J1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1329,School-Based Centre,Yes,4,275349,-8881012.33731398,5409137.96138491
407,CC-YMC-028,Harold F. Loughlin (YMCA),Social Services,Child Care (YMCA),Child Care Centre,39 Herkley Dr,,Brampton,ON,L5B 2M4,1-866-943-9622,https://peelchildcare.cioc.ca/record/CDR1162,School-Based Centre,Yes,1,390045,-8877459.17266169,5420458.01421717
408,CC-PLP-059,Helen Wilson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9 Abbey Rd,,Brampton,ON,L5G 1B8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1275,School-Based Centre,Yes,3,55463,-8876751.48214414,5416282.20960941
409,CC-PLP-075,Lorenville (PLASP),Social Services,Child Care (PLASP),Child Care Centre,10 Lorenville Dr,,Brampton,ON,L5G 1B8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1274,School-Based Centre,Yes,5,317819,-8884505.04282345,5413519.90731378
410,CC-YMC-039,Mary Fix (YMCA),Social Services,Child Care (YMCA),Child Care Centre,486 Paisley Blvd W,,Mississauga,ON,L6V 2E7,1-647-298-7345,https://peelchildcare.cioc.ca/record/CDR1291,School-Based Centre,Yes,7,224073,-8863748.91206671,5398724.36912965
411,CC-FDC-020,Sir Isaac Brock (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,45 Meltwater Cres,,Brampton,ON,L6P 2V7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1292,School-Based Centre,Yes,10,307748,-8869438.68474609,5433820.8889627
412,CC-PLP-127,St. Andre Bessette (PLASP),Social Services,Child Care (PLASP),Child Care Centre,25 Riverstone Dr,,Brampton,ON,L6Y 0T7,905-454-1477,https://peelchildcare.cioc.ca/record/CDR1277,School-Based Centre,Yes,8,317638,-8869305.55742424,5429223.10602309
413,CC-YMC-063,St. James (YMCA),Social Services,Child Care (YMCA),Child Care Centre,98 Wanita Rd,,Mississauga,ON,L6Y 0T7,905-454-1477,https://peelchildcare.cioc.ca/record/CDR1290,School-Based Centre,Yes,1,86627,-8857876.85092553,5397998.95263455
414,CC-PLP-152,St. Jean-Marie Vianney (PLASP),Social Services,Child Care (PLASP),Child Care Centre,75 Jordensen Dr,,Brampton,ON,L6P 3V8,905-791-8408,https://peelchildcare.cioc.ca/record/CDR1276,School-Based Centre,Yes,5,350136,-8883398.19703745,5414462.3651171
415,CC-PLP-201,Westervelts (PLASP),Social Services,Child Care (PLASP),Child Care Centre,20 Brickyard Way,,Brampton,ON,L6V 4L5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0746,School-Based Centre,Yes,1,239417,-8881126.77573122,5419772.69586398
416,CC-PLP-042,Fairwind Early Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5235 Fairwind Dr,,Mississauga,ON,L5R 3L2,905-712-4077,https://peelchildcare.cioc.ca/record/CDR0556,School-Based Centre,No,5,308594,-8868386.25847538,5404594.62470832
417,CC-PLP-070,John Fraser Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2665 Erin Centre Blvd,,Mississauga,ON,L5M 5H6,905-819-1890,https://peelchildcare.cioc.ca/record/CDR0558,School-Based Centre,No,9,,-8874022.03178715,5397588.06600706
418,CC-OTH-185,Rocket Academy & Early Learning Centre,Social Services,Child Care (Other),Child Care Centre,3088 Mayfield Rd,9,Brampton,ON,L6Z 0E3,905-846-7311,https://peelchildcare.cioc.ca/record/CDR0433,Community-Based For-Profit Centre,No,2,298233,-8885832.68123591,5424746.05742812
419,CC-FDC-019,Sacred Heart (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,24 Kerwood Pl,,Brampton,ON,L6Z 1Y1,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1037,School-Based Centre,Yes,2,290792,-8883149.78674764,5424280.38053236
420,CC-FDC-028,Thorn Lodge (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,2730 Thorn Lodge Dr,,Mississauga,ON,L5K 1Y6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1032,School-Based Centre,Yes,2,,-8869287.04278738,5391695.70539766
421,CC-FDC-006,Ellengale (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,3480 Ellengale Dr,,Mississauga,ON,L5C 1Z7,905-279-1555,https://peelchildcare.cioc.ca/record/CDR1035,School-Based Centre,Yes,6,23756,-8867614.62770136,5398124.23941374
422,CC-PLP-090,Munden Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,515 Tedwyn Dr,,Mississauga,ON,L5A 1J8,905-279-9251,https://peelchildcare.cioc.ca/record/CDR1368?Number=285,School-Based Centre,Yes,7,112902,-8860193.80745696,5401178.78252842
423,CC-OTH-173,Philopateer Christian College,Social Services,Child Care (Other),Child Care Centre,6341 Mississauga Rd,,Mississauga,ON,L5N 1A5,905-814-5181,https://peelchildcare.cioc.ca/record/CDR1320,Community-Based Non-Profit Centre,No,11,11473,-8875438.1663707,5403000.59843613
424,CC-OTH-063,Clarkson Angels Child Care and Educational Centre (North),Social Services,Child Care (Other),Child Care Centre,1603 Clarkson Rd,"1,2,3",Mississauga,ON,L5J 2X1,905-823-1603,https://peelchildcare.cioc.ca/record/CDR1299,Community-Based For-Profit Centre,No,2,39920,-8865371.29599961,5392863.67760157
425,CC-OTH-160,Montessori Leaders Casa,Social Services,Child Care (Other),Child Care Centre,20 Red Maple Dr,1,Brampton,ON,L6X 4N7,905-455-7758,https://peelchildcare.cioc.ca/record/CDR0986,Community-Based For-Profit Centre,No,5,53666,-8882353.96647973,5417998.29340008
426,CC-PLP-017,Brookmede (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2250 Council Ring Rd,,Mississauga,ON,L5L 1B7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0648,School-Based Centre,Yes,8,28184,-8869446.13284523,5394132.02938202
427,CC-OTH-232,Yunaland,Social Services,Child Care (Other),Child Care Centre,10747 Heart Lake Rd,Lower Level,Brampton,ON,L6Z 0B7,647-494-3253,https://peelchildcare.cioc.ca/record/CDR1347,Community-Based For-Profit Centre,No,2,88173,-8881619.58842417,5425301.4079231
428,CC-PLP-023,Castlemore (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9916 The Gore Rd,,Brampton,ON,L6P 0A7,905-913-0845,https://peelchildcare.cioc.ca/record/CDR1358?Number=216,School-Based Centre,Yes,8,184301,-8870847.34203092,5432930.39117131
429,CC-YMC-011,Chris Hadfield (YMCA),Social Services,Child Care (YMCA),Child Care Centre,465 Fairview Rd,,Mississauga,ON,L5B 3W7,905-276-9322 ext 202,https://peelchildcare.cioc.ca/record/CDR1357,School-Based Centre,Yes,7,396714,-8864949.51377756,5400261.7178773
430,CC-YMC-029,Herb Campbell (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3749 King St,,Caledon,ON,L0N 1K0,905-857-3531 ext 310,https://peelchildcare.cioc.ca/record/CDR1360,School-Based Centre,Yes,1,79238,-8890237.05974754,5432521.86087735
431,CC-PLP-060,Hewson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,235 Father Tobin Rd,,Brampton,ON,L6R 0G2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1359,School-Based Centre,Yes,9,296211,-8878838.01537532,5429349.56809669
432,CC-OTH-119,Kinder Kids International Preschool,Social Services,Child Care (Other),Child Care Centre,1575 Clarkson Rd N,1,Mississauga,ON,L5J 2X1,905-855-1111,https://peelchildcare.cioc.ca/record/CDR1355,Community-Based For-Profit Centre,No,2,,-8865301.97032523,5392791.62428305
433,CC-OTH-146,Meadow Green Preschool,Social Services,Child Care (Other),Child Care Centre,649 Queensway W,,Mississauga,ON,L6R 3G2,905-273-3344,https://peelchildcare.cioc.ca/record/CDR0163,Community-Based For-Profit Centre,No,7,117059,-8863644.30561083,5397741.49876803
434,CC-FDC-013,Mountain Ash (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,280 Mountainash Rd,,Brampton,ON,L6R 3G2,905-793-7595,https://peelchildcare.cioc.ca/record/CDR0794,School-Based Centre,Yes,10,236805,-8877112.98062294,5430232.06001772
435,CC-OTH-201,Songbirds Montessori School - Brampton West,Social Services,Child Care (Other),Child Care Centre,9705 James Potter Rd,1-3,Brampton,ON,L6X 0G9,905-453-5445,https://peelchildcare.cioc.ca/record/CDR0425,Community-Based For-Profit Centre,No,5,,-8883977.15658282,5415345.17432105
436,CC-PLP-149,St. Helen (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1325 Bodley Rd,,Mississauga,ON,L5J 3X1,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1364,School-Based Centre,Yes,2,139208,-8866692.26689162,5389291.98573457
437,CC-FDC-015,Nelson Mandela (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,10125 Chinguacousy Rd,,Brampton,ON,L7A 3Z6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1362,School-Based Centre,Yes,6,400220,-8884791.22125529,5417798.73976661
438,CC-YMC-001,Alloa (YMCA),Social Services,Child Care (YMCA),Child Care Centre,12287 Mississauga Rd,,Caledon,ON,L7C 1X1,905-843-2332,https://peelchildcare.cioc.ca/record/CDR1352,School-Based Centre,Yes,2,406066,-8891497.82393634,5419499.69497542
439,CC-OTH-015,Applewood Montessori Academy & Daycare (Applewood),Social Services,Child Care (Other),Child Care Centre,333 Fairhill Ave,1-6,Brampton,ON,L7A 3N9,416-951-4688,https://peelchildcare.cioc.ca/record/CDR0036,Community-Based For-Profit Centre,No,6,244754,-8885291.08856098,5417980.62787125
440,CC-OTH-020,Boni Montessori School,Social Services,Child Care (Other),Child Care Centre,9886 Torbram Rd,201A,Brampton,ON,L6S 3L9,905-790-2664,https://peelchildcare.cioc.ca/record/CDR1356,Community-Based For-Profit Centre,No,8,288806,-8875237.1954665,5426693.15185868
441,CC-OTH-120,King Academy Child Care Centre Inc.,Social Services,Child Care (Other),Child Care Centre,225 Castle Oaks Cross,11-13,Brampton,ON,L6P 3X3,905-913-0754,https://peelchildcare.cioc.ca/record/CDR1371,Community-Based For-Profit Centre,No,10,390102,-8868447.35005721,5433951.92514612
442,CC-OTH-026,BrightPath - Bolton,Social Services,Child Care (Other),Child Care Centre,14 McEwan Dr W,1,Caledon,ON,L7E 1H1,905-857-4634,https://peelchildcare.cioc.ca/record/CAL0099,Community-Based For-Profit Centre,No,5,392144,-8873973.02835298,5443842.26096873
443,CC-OTH-186,Ross Drive (Caring for Kids),Social Services,Child Care (Other),Child Care Centre,40 Ross Dr,,Brampton,ON,L6R 0W2,905-274-4362,https://peelchildcare.cioc.ca/record/CDR0124,School-Based Centre,Yes,9,,-8881547.92093298,5427003.94922169
444,CC-YMC-065,St. Joseph (YMCA),Social Services,Child Care (YMCA),Child Care Centre,8 Parkway Ave,,Brampton,ON,L6X 2G4,905-451-1400 ext 483,https://peelchildcare.cioc.ca/record/CDR1351?Number=50,School-Based Centre,Yes,5,57612,-8880945.44116036,5415562.49256843
445,CC-PLP-003a,All Saints (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4105 Colonial Dr,,Mississauga,ON,L5L 4E8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0647,School-Based Centre,Yes,8,240440,-8873337.79953448,5393272.34866668
446,CC-PLP-013a,Brian W. Fleming (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3255 Havenwood Dr,,Mississauga,ON,L4X 2M2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0689,School-Based Centre,Yes,3,22672,-8859590.21675906,5406541.5108163
447,CC-PLP-024a,Christ the King (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3240 Garthwood Rd,,Mississauga,ON,L5L 5A3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0475,School-Based Centre,Yes,8,,-8871627.80904266,5392088.18624804
448,CC-PLP-040a,Edenrose (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1342 Edenrose St,,Mississauga,ON,L5V 1K9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0708,School-Based Centre,Yes,6,272734,-8869455.49559735,5400560.76962842
449,CC-PLP-064a,Huntington Ridge (PLASP),Social Services,Child Care (PLASP),Child Care Centre,345 Huntington Ridge Dr,,Mississauga,ON,L5R 1R6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0709,School-Based Centre,Yes,4,90161,-8867381.27136751,5403225.1407276
450,CC-PLP-098a,Pauline Vanier (PLASP),Social Services,Child Care (PLASP),Child Care Centre,56 Oaklea Blvd,,Brampton,ON,L4Z 3E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0436,School-Based Centre,Yes,4,275543,-8875988.06766505,5410922.33998836
451,CC-PLP-100a,Plum Tree Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6855 Tenth Line W,,Mississauga,ON,L5N 5R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0726,School-Based Centre,Yes,9,316831,-8880094.60999098,5400816.54113008
452,CC-PLP-123a,St. Agnes (PLASP),Social Services,Child Care (PLASP),Child Care Centre,103 Richvale Dr S,,Brampton,ON,L6Z 1C6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0748,School-Based Centre,Yes,2,170247,-8881159.93154097,5422934.29067355
453,CC-PLP-130a,St. Barbara (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1455 Samuelson Cir,,Mississauga,ON,L5N 7Z2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0711,School-Based Centre,Yes,11,353065,-8877314.97867474,5407435.11670825
454,CC-PLP-140a,St. Edith Stein (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6234 Osprey Blvd,,Mississauga,ON,L5N 5V5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0528,School-Based Centre,Yes,10,271173,-8878737.40533205,5398623.08646372
455,CC-PLP-148a,St. Gregory (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1075 Swinbourne Dr,,Mississauga,ON,L5V 1B9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0698,School-Based Centre,Yes,11,278171,-8873009.71025016,5405166.65310481
456,CC-PLP-164a,St. Jude (PLASP),Social Services,Child Care (PLASP),Child Care Centre,175 Nahani Way,,Mississauga,ON,L4Z 3J6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0562,School-Based Centre,Yes,5,112169,-8866901.07063861,5405825.41993242
457,CC-PLP-166a,St. Kevin (PLASP),Social Services,Child Care (PLASP),Child Care Centre,103 Malta Ave,,Brampton,ON,L6Y 4C8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0974,School-Based Centre,Yes,4,55533,-8875662.45214559,5413073.18196517
458,CC-PLP-172a,St. Matthew (PLASP),Social Services,Child Care (PLASP),Child Care Centre,280 Kingsbridge Garden Cir,,Mississauga,ON,L5R 1L3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0563,School-Based Centre,Yes,4,291132,-8867256.49865051,5403676.44107791
459,CC-PLP-181a,St. Stephen (PLASP),Social Services,Child Care (PLASP),Child Care Centre,17 Colonel Bertram Rd,,Brampton,ON,L6Z 4N8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0930,School-Based Centre,Yes,2,177363,-8885051.32627855,5423501.04575227
460,CC-PLP-197a,Trelawny (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3420 Trelawny Cir,,Mississauga,ON,L5N 6N6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0705,School-Based Centre,Yes,10,229815,-8879808.24087533,5399368.21329742
461,CC-HDC-009,Wee Watch - Brampton Private Home Day Care,Social Services,Child Care (Home Child Care),Child Care Centre,250 Main St N,2nd Floor,Brampton,ON,L6V 1P4,905-487-0661,https://peelchildcare.cioc.ca/record/CDR1404,Home Care,,1,57531,-8879546.57984017,5417738.08780617
462,CC-HDC-010,Wee Watch - Mississauga Private Home Day Care,Social Services,Child Care (Home Child Care),Child Care Centre,2430 Meadowpine Blvd,102,Mississauga,ON,L3R 2G1,905-285-9933,https://peelchildcare.cioc.ca/record/CDR0800,Home Care,,0,,-8880410.84090739,5404373.99610822
463,CC-OTH-219,Walnut Grove (PEAL Centres),Social Services,Child Care (Other),Child Care Centre,10 Pinestaff Rd,,Brampton,ON,L6P 3X8,647-294-2009,https://peelchildcare.cioc.ca/record/CDR0218,School-Based Centre,Yes,8,348515,-8871628.95518608,5431338.40597291
464,CC-OTH-077,Eh to Zed Preschool Canada Early Learning Academy,Social Services,Child Care (Other),Child Care Centre,8814 The Gore Rd,1,Brampton,ON,L6P 0B1,905-794-2929,https://peelchildcare.cioc.ca/record/CDR1392,Community-Based For-Profit Centre,No,8,419973,-8867633.7303069,5429398.63102719
465,CC-OTH-140,Lullaboo Nursery and Child Care - Churchill,Social Services,Child Care (Other),Child Care Centre,8015 Financial Dr,,Brampton,ON,L6Y 0J8,289-410-0111,https://peelchildcare.cioc.ca/record/CDR1389,Community-Based For-Profit Centre,No,4,396099,-8879983.32227041,5408903.63549211
466,CC-YMC-072,St. Sofia (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3540 Havenwood Dr,,Mississauga,ON,L4X 2M9,647-963-9592,https://peelchildcare.cioc.ca/record/CDR0977,School-Based Centre,Yes,3,223236,-8860644.42946744,5407118.26192879
467,CC-PLP-120,Springbrook (PLASP),Social Services,Child Care (PLASP),Child Care Centre,145 Jordensen Dr,,Brampton,ON,L6X 0S1,905-890-1711 ext115,https://peelchildcare.cioc.ca/record/CDR1395,School-Based Centre,Yes,5,399969,-8882655.97853912,5413918.22343255
468,CC-YMC-013,Churchville (YMCA),Social Services,Child Care (YMCA),Child Care Centre,90 Bonnie Braes Dr,,Brampton,ON,L6Y 0Y3,905-943-9622,https://peelchildcare.cioc.ca/record/CDR1398,School-Based Centre,Yes,4,329223,-8881126.48462122,5412376.56811395
469,CC-OTH-187,Royal Academy Montessori Preschool,Social Services,Child Care (Other),Child Care Centre,965 Bovaird Dr W,"5,6,7",Brampton,ON,L6X 5K7,416-200-7264,https://peelchildcare.cioc.ca/record/CDR1394,Community-Based For-Profit Centre,No,5,403799,-8884100.34026042,5417115.94216788
470,CC-OTH-224,Western Heights Montessori Academy,Social Services,Child Care (Other),Child Care Centre,1261 Southdown Rd,,Mississauga,ON,L5J 2Y9,905-849-4777,,Community-Based For-Profit Centre,No,2,146597,-8865072.56641069,5390876.77768375
471,CC-PLP-007,Aylesbury (PLASP),Social Services,Child Care (PLASP),Child Care Centre,25 Aylesbury Dr,,Brampton,ON,L7A 0V3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1396,School-Based Centre,Yes,6,,-8886810.32710715,5415771.86022679
472,CC-OTH-054,Castle Oaks (Caring for Kids),Social Services,Child Care (Other),Child Care Centre,155 Castle Oaks Cross,,Brampton,ON,L6P 3V4,905-457-3370 ext 2,https://peelchildcare.cioc.ca/record/CDR1401,School-Based Centre,Yes,10,,-8868957.00912411,5433708.76184337
473,CC-OTH-070,Countryside Village (PEAL Centres),Social Services,Child Care (Other),Child Care Centre,40 Dolbyhill Dr,,Brampton,ON,L6R 3V8,905-796-4467,https://peelchildcare.cioc.ca/record/CDR1403,School-Based Centre,Yes,9,423161,-8881336.50152756,5428192.72176314
474,CC-HDC-007,Kreative Kids Home Child Care,Social Services,Child Care (Home Child Care),Child Care Centre,29 Princess St,,Orangeville,ON,L9W 1W2,519-942-2489,https://peelchildcare.cioc.ca/record/CDR1409,Home Care,,0,,-8915910.78985155,5451616.69690747
475,CC-OTH-172,Peel Montessori School,Social Services,Child Care (Other),Child Care Centre,964 Meadow Wood Road,,Mississauga,ON,L5J 2S6,905-823-6522,https://peelchildcare.cioc.ca/record/CDR0093,Community-Based For-Profit Centre,No,2,152238,-8863343.85590025,5391164.33402214
476,CC-OTH-209,Tall Pines School,Social Services,Child Care (Other),Child Care Centre,8525 Torbram Rd,,Brampton,ON,L6T 5K4,905-458-6770,https://peelchildcare.cioc.ca/record/CDR1020,Community-Based For-Profit Centre,No,8,,-8871419.07440124,5423056.74345853
477,CC-OTH-216,Toronto French School,Social Services,Child Care (French),Child Care Centre,1293 Meredith Ave,,Mississauga,ON,L5E 2E6,905-278-7243,https://peelchildcare.cioc.ca/record/CDR1406,Community-Based For-Profit Centre,No,1,,-8857331.73422624,5400880.72302739
478,CC-OTH-227,White Oaks Montessori (Vanier),Social Services,Child Care (Other),Child Care Centre,1200 Vanier Dr,,Mississauga,ON,L5H 4C7,905-278-4454,https://peelchildcare.cioc.ca/record/CDR0571,Community-Based For-Profit Centre,No,2,,-8863964.49207959,5394956.77108526
479,CC-OTH-226,White Oaks Montessori (Clarkson),Social Services,Child Care (Other),Child Care Centre,1338 Clarkson Rd,,Mississauga,ON,L5J 2W5,905-278-4454,https://peelchildcare.cioc.ca/record/CDR0571,Community-Based For-Profit Centre,No,2,42254,-8864756.16235023,5391897.34382471
480,CC-OTH-027,BrightPath - Charolais,Social Services,Child Care (Other),Child Care Centre,305 Charolais Blvd,,Brampton,ON,L6Y 2R2,905-452-5437,https://peelchildcare.cioc.ca/record/CDR1405,Community-Based For-Profit Centre,No,4,253772,-8877654.80176269,5412836.05824251
481,CC-OTH-068,Colors at Danton,Social Services,Child Care (Other),Child Care Centre,7025 Danton Prom,7,Mississauga,ON,L5N 5N4,905-824-7922,https://peelchildcare.cioc.ca/record/CDR1416,Community-Based For-Profit Centre,No,9,,-8880321.41804148,5401715.91484227
482,CC-OTH-170,Open Book Daycare Centres Inc.,Social Services,Child Care (Other),Child Care Centre,725 Balmoral Dr,,Brampton,ON,L6T 1X6,647-242-6076,https://peelchildcare.cioc.ca/record/CDR1423,Community-Based For-Profit Centre,No,7,75392,-8871262.08910913,5421976.06730834
483,CC-PLP-126,St. Alphonsa (PLASP),Social Services,Child Care (PLASP),Child Care Centre,60 Olivia Marie Rd,,Brampton,ON,L6Y 0M4,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1428,School-Based Centre,Yes,4,,-8880173.78047049,5409190.64594908
484,CC-YMC-030,Hillside (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1290 Kelly Rd,,Mississauga,ON,L5J 3V1,647-920-6883,https://peelchildcare.cioc.ca/record/CDR1427,School-Based Centre,Yes,2,,-8866206.23976405,5389762.52824833
