X,Y,OBJECTID,PNT_GIS_ID,NAME,ORG_NAME,CATEGORY,POSTAL_CODE,PHONE_NO,PHONE_EXT,MAIN_INTERSECTION,TYPE,SUBSIDIZED,CWELCC,PROVIDDISP,FULL_ADDRESS,UNIT_NUMBER,COMMUNITY,MUNICIPALITY
633079.3056,4858158.0212,412,54143,Pastimes,605061 Ontario Ltd,Child Care Centre,L3R 7W8,(905) 479-0166,,16th Avenue & Warden Avenue,Centre Based Child Care,Yes,Yes,PASTI02,60 Coledale Road,,Unionville,Markham
621677.6902,4878494.0535,413,205637,BrightPath Newmarket Childcare Centre,Brightpath Kids Corp.,Child Care Centre,L3Y 7R8,(905) 853-6662,,Davis and Yonge,Centre Based Child Care,Yes,Yes,BRIGH05,"17310 Yonge Street, ",Unit 3,Newmarket,Newmarket
620429.4047,4854905.2805,414,419983,Brightpath Rutherford,Brightpath Kids Corp.,Child Care Centre,L4K 5T6,(905) 417-9440,,Keele Street & Rutherford Road,Centre Based Child Care,Yes,Yes,BRIGH03,2077 Rutherford Road,,Vaughan,Vaughan
615637.688,4848665.5,415,169829,Brightpath Trowers,Brightpath Kids Corp.,Child Care Centre,L4L 7K5,(905) 264-1255,,Hwy 7 and Whitmore Rd.,Centre Based Child Care,Yes,Yes,BRIGH04,90 Trowers Road,,Vaughan,Vaughan
623176.6714,4873723.1917,416,128973,PEL Petit Bateau - Aurora,Preschool Petit Bateau Inc.,Child Care Centre,L4G 3K4,(905) 717-6736,,Yonge Street & Wellington Street,Centre Based Child Care,Yes,Yes,PEL P01,90 Walton Drive,,Aurora,Aurora
631464.031,4857776.5,417,44890,Peoples Christian Academy Early Learning Centre,Peoples Christian Academy (PCA) Inc.,Child Care Centre,L3R 6G3,(416) 733-2010 ,Ext.110,Woodbine Avenue & 16th Avenue,Centre Based Child Care,No,No,PEOPL05,245 Renfrew Drive,,Markham,Markham
620442.8615,4880474.5175,418,377954,Phoebe Gilman School Age Program,Denison Child Care,Child Care Centre,L9N 0C1,(905) 715-8251,,Green Lane & Woodspring Avenue,Centre Based Child Care,Yes,Yes,PHOEB01,145 Harvest Hills Boulevard,,East Gwillimbury,East Gwillimbury
614388.8455,4854584.549,419,353682,Upper Canada Child Care at Pierre Berton PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4H 0X9,(905) 303-7042,,Major Mac/Weston,Centre Based Child Care,Yes,Yes,UPPER33,470 Via Campanile,,Vaughan,Vaughan
613606.9388,4850403.4047,420,266952,Pine Grove YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L4L 1R2,(416) 602-8141,,Islington Avenue & Willis Road,Centre Based Child Care,Yes,Yes,PINE 04,86 Gamble Street,,Woodbridge,Vaughan
620789.03,4880300.0,421,176733,Pinocchio,13101304 Canada Inc.,Child Care Centre,L3X 2L5,(226) 448-8557,,Yonge Street & Green Lane East,Home Based  Child Care,Yes,Yes,PINOC01,392 Wood Duck Lane,,Newmarket,Newmarket
624673.469,4874422.0,422,230352,Play Laugh Learn Childcare Centre,Play Laugh Learn Ltd.,Child Care Centre,L4G 0R5,(905) 503-1500,,Bayview Avenue & Wellington Street,Centre Based Child Care,Yes,Yes,PLAY 16,9 Borealis Avenue,,Aurora,Aurora
621362.3947,4857599.7428,423,366496,Playcare Early Learning Centre Inc.,Playcare Early Learning Centre Inc.,Child Care Centre,L6A 0A9,(289) 553-7529,,Major Mackenzie Drive & Dufferin Street,Centre Based Child Care,Yes,Yes,PLAYC01,1530 Major Mackenzie Drive West ,Units 9-11,Vaughan,Vaughan
625984.274,4852394.51,424,147156,Polka Dot Preschool,Polka Dot Preschool Inc.,Child Care Centre,L4J 1G5,(905) 370-0014,,Yonge Street & Centre Street,Centre Based Child Care,Yes,No,POLKA02,271 Centre Street,,Thornhill,Vaughan
642187.958,4858569.354,425,337348,Polka Dot Academy Montessori Daycare,POLKA-DOT- HOUSE INC.,Child Care Centre,L6B 0P2,(647) 339-5656,,Ninth Line & Copper Creek Drive,Centre Based Child Care,Yes,Yes,POLKA03,"66 Copper Creek Drive; ",Unit 101&102,Markham,Markham
620816.505,4879942.009,426,223564,Poplar Bank Before & After School Program,Denison Child Care,Child Care Centre,L3X 2X1,(905) 953-1850,,Yonge Street/Bonshaw Ave,Centre Based Child Care,Yes,Yes,POPLA01,400 Woodspring Avenue,,Newmarket,Newmarket
615550.2723,4856707.6491,427,366903,Songbirds Montessori School – Vaughan,Precious Beginnings Children's Centre Limited,Child Care Centre,L4H 0J5,(905) 417-8383,,Major Mackenzie Drive W & Weston Road,Centre Based Child Care,No,Yes,SONGB02,10375 Weston Road,,Vaughan,Vaughan
638700.281,4859653.5,428,14944,Pris-T-Gis Montessori School,,Child Care Centre,L3P 1W2,(905) 886-7747,,McCowan Road & Highway 7,Centre Based Child Care,No,No,PRIS-01,150 Bullock Drive ,Unit 3,Markham,Markham
618593.7583,4856287.3666,429,156601,Preschool Petit Bateau-Maple,Preschool Petit Bateau Inc.,Child Care Centre,L6A 1Y3,(905) 417-5131,,Major Mackenzie Drive & Keele Street,Centre Based Child Care,Yes,Yes,PRESC02,79 Avro Road,,Maple,Vaughan
623093.9994,4896665.825,430,159932,Upper Canada Child Care at Prince of Peace CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4P 3E9,(905) 989-2696,,The Queensway/Ravenshoe,Centre Based Child Care,Yes,Yes,UPPER34,181 Glenwoods Avenue,,Keswick,Georgina
624306.9443,4879262.062,431,193507,Prince Charles YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L3Y 1W9,(289) 338-8400,,Prospect Street & Srigley Street,Centre Based Child Care,Yes,Yes,PRINC04,684 Srigley Street,,Newmarket,Newmarket
631502.4622,4858454.0475,432,7462,Pris-T-Gis Montessori School (West) Campus Inc.,,Child Care Centre,L3R 0K9,(905) 470-7747,,16th Avenue & Woodbine Avenue,Centre Based Child Care,No,No,PRIS-02,2977 16th Avenue,,Markham,Markham
612627.288,4848863.565,433,270970,Promised Future Inc.,Promised Future Inc.,Child Care Centre,L4L 3K8,(905) 851-8980,,Kipling Avenue & Kipling,Nursery School Child Care,Yes,Yes,PROMI01,350 Woodbridge Avenue ,Unit 4,Woodbridge,Vaughan
622904.1523,4878082.8723,434,258524,Upper Canada Child Care at Rogers PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3Y 1G6,(905) 898-0803,,Mulock Drive & Yonge Street,Centre Based Child Care,Yes,Yes,UPPER35,256 Rogers Road,,Newmarket,Newmarket
634873.8275,4854394.4329,435,317382,Queens Montessori Academy,Brightpath Kids Corp.,Child Care Centre,L3R 3Y4,(905) 944-0077,,Warden Avenue & Denison Street,Centre Based Child Care,Yes,Yes,QUEEN05,1151 Denison Street,,Markham,Markham
624073.667,4887971.7448,436,130676,Queensville YMCA,YMCA of Greater Toronto,Child Care Centre,L0G 1R0,(905) 836-9342,,Leslie Street & Queensville Side Road,Centre Based Child Care,Yes,Yes,QUEEN06,20317 Leslie Street,,Queensville,East Gwillimbury
623020.188,4897886.2614,437,143336,R.L. Graham Childcare,York Professional Care & Education Inc.,Child Care Centre,L4P 3M8,(905) 535-0570,,Biscayne Boulevard & The Queensway,Centre Based Child Care,Yes,Yes,R.L. 03,70 Biscayne Boulevard,,Keswick,Georgina
637167.6084,4861755.1135,438,64269,Radiant Way Montessori School,Anahita Enterprises Inc.,Child Care Centre,L3P 3J3,(416) 953-0391,,McCowan Road & Bur Oak Avenue,Centre Based Child Care,Yes,Yes,RADIA05,9718 McCowan Road,,Markham,Markham
639929.375,4860018.0,439,25778,Rainbows,605061 Ontario Ltd,Child Care Centre,L3P 2S7,(905) 479-0166,,Highway 7 & Highway 48,Centre Based Child Care,Yes,Yes,RAINB05,21 Franklin Street,,Markham,Markham
623228.0794,4873066.8169,440,178680,Rainbow Visionary Early Learning Centre,Rainbow Visionary inc.,Child Care Centre,L4G 1H7,(647) 673-0544,,,Centre Based Child Care,No,Yes,RAINB06,77 Wellington Street East,,Aurora,Aurora
637715.5049,4855702.6758,441,41068,Randall Child Care Centre,Family Day Care Services,Child Care Centre,L3S 1E2,(905) 474-1392,,Brimley Road & Denison Road,Centre Based Child Care,Yes,Yes,RANDA01,50 Randall Avenue,,Markham,Markham
641047.0983,4860644.8833,442,46502,Reesor Park Before and After School Age,YMCA of Greater Toronto,Child Care Centre,L4C 2P6,(905) 205-0001,,Wootten Way North & Highway 7,Centre Based Child Care,Yes,Yes,REESO04,69 Wootten Way North,,Markham,Markham
622199.063,4871194.0,443,140911,Regency Acres Kid's Club,York Professional Care & Education Inc.,Child Care Centre,L4G 2C7,(905) 503-0260,,Murray Dr/Yonge Street,Centre Based Child Care,Yes,Yes,REGEN01,123 Murray Drive,,Aurora,Aurora
627467.781,4858792.0,444,103292,Reggio Kids,Reggio Kids Inc.,Child Care Centre,L4C 9X7,(905) 508-5437,,Bayview Avenue & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,REGGI01,9785 Bayview Avenue,,Richmond Hill,Richmond Hill
627469.656,4860190.5,445,95892,Richmond Rose Club,Le Club Child Care Program,Child Care Centre,L4S 1S7,(905) 881-8585,,Bayview Avenue & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,RICHM02,160 Frank Endean Avenue,,Richmond Hill,Richmond Hill
624877.9168,4875387.8433,446,368982,Upper Canada Child Care at Rick Hansen PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4G 0J6,(905) 841-6227,,Bayview Avenue & Wellington Avenue,Centre Based Child Care,Yes,Yes,UPPER36,490 Mavrinac Boulevard,,Aurora,Aurora
635663.9646,4888832.3366,447,363996,Robert Munsch Kids Club,York Professional Care & Education Inc.,Child Care Centre,L0G 1M0,(905) 727-0450,,King Road & Centre Street,Centre Based Child Care,Yes,Yes,ROBER02,395 King Street East,,Mount Albert,East Gwillimbury
629068.6021,4853653.3583,448,66831,Rocking Horse Day Nursery,877386 Ontario Ltd.,Child Care Centre,L3T 6L2,(905) 764-3933,,Bayview Avenue & John Street,Centre Based Child Care,Yes,Yes,ROCKI01,21 Guardsman Road,,Thornhill,Markham
619508.5475,4857315.6906,449,356947,Roots Day Care,Roots Education Inc.,Child Care Centre,L6A 3Y9,(905) 832-1686,,Major Mackenzie Drive & Keele Street,Centre Based Child Care,Yes,Yes,ROOTS01,10195 Keele Street,,Maple,Vaughan
624844.3492,4856450.2806,450,112911,Rose Lawn School Age Program,Family Day Care Services,Child Care Centre,L4G 6E6,(905) 780-0769,,Carville Road & Avenue Road,Centre Based Child Care,Yes,Yes,ROSE 01,422 Carrville Road,,Richmond Hill,Richmond Hill
624755.8872,4852723.8932,451,247896,Upper Canada Child Care at Rosedale Heights PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4J 6Y8,(905) 771-6820,,Bathurst Street & Centre Street,Centre Based Child Care,Yes,Yes,UPPER37,300 Rosedale Heights Drive,,Thornhill,Vaughan
625070.5996,4857247.8901,452,109437,Ross Doan Child Care Centre,Family Day Care Services,Child Care Centre,L4C 3T9,(905) 780-0769,,Weldrick Avenue & Avenue Road,Centre Based Child Care,Yes,Yes,ROSS 03,101 Weldrick Road West,,Richmond Hill,Richmond Hill
643265.2854,4861108.7566,453,401154,Rouge Park YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L6B 0Y1,(905) 943-9587,,Donald Cousens Parkway and riverlands Avenue,Centre Based Child Care,Yes,Yes,ROUGE01,568 Riverlands Avenue,,Markham,Markham
631255.251,4860289.0,454,50,Royal Cachet Montessori School - Markham,Royal Cachet Montessori School Ltd.,Child Care Centre,L6C 1H7,(905) 888-7700,,Woodbine Avenue & Major MacKenzie Drive,Centre Based Child Care,Yes,No,ROYAL09,9921 Woodbine Avenue,,Markham,Markham
639253.8396,4869236.805,455,350648,Royal Cachet Montessori School  - Stouffville,Royal Cachet Montessori School Stouffville Ltd.,Child Care Centre,L4A 0Y2,(905) 640-8088,,Hoover Park Drive & Sandiford Drive,Centre Based Child Care,Yes,No,ROYAL11,160 Mostar Street,,Stouffville,Whitchurch-Stouffville
630038,4856125,456,114797,Safari Kid @Bayview Elite Learning Centre 2,Golden 88 Investments Ltd.,Child Care Centre,L4B 3B6,(905) 882-4809,,Leslie Street & Highway 7,Centre Based Child Care,Yes,Yes,SAFAR08,9011 Leslie Street ,Unit 107,Richmond Hill,Richmond Hill
625445.5576,4859307.5381,457,411103,Safari Kid On Yonge,Safari Kid Canada Inc.,Child Care Centre,L4C 3B6,(647) 517-4508,,Yonge Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,SAFAR05,10200 Yonge Street ,Unit 1-3,Richmond Hill,Richmond Hill
637128.7836,4861475.2735,458,351908,Safari Kid Markham,9311521 Canada Limited,Child Care Centre,L3P 8M1,(905) 887-6788,,Bur Oak Avenue & McCowan Road,Centre Based Child Care,Yes,Yes,SAFAR17,9610 McCowan Road,,Markham,Markham
621351.6161,4869759.1516,459,260603,Safari Kid South Aurora,Big Eyes Education Inc.,Child Care Centre,L4G 6X8,(416) 837-1846,,Bloomington & Bathurst,Centre Based Child Care,Yes,Yes,SAFAR21,330 McClellan Way:,Unit 7-10,Aurora,Aurora
630038,4856125,460,114797,Safari Kid Richmond Hill South,Safari Kid Canada Inc.,Child Care Centre,L4B 3B6,(905) 882-4809,,HWY 7/404/Leslie,Centre Based Child Care,Yes,Yes,SAFAR22,9011 Leslie Street ,Unit 104,Richmond Hill,Richmond Hill
637909.174,4861952.978,461,336320,Upper Canada Child Care at San Lorenzo Ruiz CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6E 0E1,(905) 294-2714,,16th Avenue & McCowan Road,Centre Based Child Care,Yes,Yes,UPPER38,840 Bur Oak Avenue,,Markham,Markham
610967.253,4849530.6259,462,257638,San Marco Before & After School Program,Kids Can Doodle Before And After School Program,Child Care Centre,L4L 6H3,(416) 434-7816,,Highway 7 & Martingrove Road,Centre Based Child Care,Yes,Yes,SAN M01,250 Coronation Street,,Woodbridge,Vaughan
614321.4319,4848686.2894,463,120650,Scholar Montessori Academy,1462488 Ontario Limited,Child Care Centre,L4L 2S2,(905) 265-1959,,Highway 7 & Pine Valley Drive,Centre Based Child Care,Yes,Yes,SCHOL04,4697 Highway 7 2nd Floor,,Woodbridge,Vaughan
616668.781,4851677.5,464,203094,Scholar Montessori Academy - Langstaff,1462488 Ontario Limited,Child Care Centre,L4L 9A8,(905) 856-3426,,Weston Rd & Langstaff,Centre Based Child Care,Yes,Yes,SCHOL02,3650 Langstaff Road ,Unit 1-5,Woodbridge,Vaughan
606138.8334,4872613.3875,465,129396,Schomberg Village Child Care Centre,Centered on Children Child Care Centre,Child Care Centre,L0G 1T0,(647) 284-5437,,Highway 27 & Main Street,Centre Based Child Care,Yes,Yes,SCHOM02,21 Main Street PO BOX 123,,Schomberg,Whitchurch-Stouffville
623607.1513,4856748.8853,466,186963,Schwartz/Reisman Centre Daycare and Preschool,Schwartz / Reisman Centre,Child Care Centre,L6A 3Z8,(905) 303-1821 ,Ext.3018,Bathurst Street & Rutherford Road,Centre Based Child Care,Yes,Yes,SCHWA03,9600 Bathurst Street,,Vaughan,Vaughan
640251.8991,4869949.0045,467,197702,Share And Care Child Care Centre,Share And Care Child Care Centre Ltd.,Child Care Centre,L4A 4H1,(905) 554-0924,,Main Street & 19th Line,Centre Based Child Care,Yes,Yes,SHARE01,10 Albert Street,,Stouffville,Whitchurch-Stouffville
624464.7943,4853268.4213,468,219439,Sharei Tzion Day Care,Shaarei Zion Community Centre,Child Care Centre,L4J 8L5,(647) 501-5437,,Bathurst Street & Flamingo Road,Centre Based Child Care,Yes,Yes,SHARE03,8001 Bathurst Street,,Thornhill,Vaughan
628341.894,4861637.77,469,318645,Shining Stars Child Care Center Inc.,Shining Stars Child Care Center Inc.,Child Care Centre,L4S 0B5,(905) 737-9100,,Elgin Mills Road & Leslie Street,Centre Based Child Care,Yes,Yes,SHINI06,1305 Elgin Mills Rd E,,Richmond Hill,Richmond Hill
634046.466,4907276.1245,470,220430,Shoberry's 2 Daycare Centre,1280537 Ontario Inc.,Child Care Centre,L0E 1R0,(905) 722-7715,,Highway 48/Park Rd,Centre Based Child Care,Yes,Yes,SHOBE05,26995 Highway 48,,Sutton,Georgina
617415.5965,4852722.41,471,352462,Eyes Koala Kidz Child Care,Shriji Entertainment Ltd.,Child Care Centre,L4K 4V4,(905) 760-2922 ,Ext.2,Edgerley Boulevard & Bass Pro Mills Drive,Centre Based Child Care,No,Yes,EYES 03,"960 Edgeley Boulevard South; ",Unit 2,Vaughan,Vaughan
624002.97,4860714.0,472,92832,Silver Pines Junior Y,YMCA of Greater Toronto,Child Care Centre,L4C 9J2,(905) 508-6698,,Yonge Street & Elgin Mills Road,Centre Based Child Care,Yes,Yes,SILVE04,112 Stave Crescent,,Richmond Hill,Richmond Hill
628274.156,4860016.5,473,96809,Silver Stream Before & After School Program,Le Club Child Care Program,Child Care Centre,L4S 2K9,(905) 881-8585,,Bayview Avenue & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,SILVE02,180 Farmstead Road,,Richmond Hill,Richmond Hill
611036.9278,4847369.5379,474,244815,SimplySmart Child Care Centre-Hwy 27,2749255 Ontario Inc.,Child Care Centre,L4L 4M5,(905) 851-0051 ,Ext.1,Highway 7 & 27,Centre Based Child Care,Yes,Yes,SIMPL01,"7681 Highway 27, ",Unit 18,Vaughan,Vaughan
630700.1324,4861020.957,475,364086,Upper Canada Child Care at Nokiidaa PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6C 0J4,(905) 887-4993,,Major MacKenzie Drive & Woodbine Avenue,Centre Based Child Care,Yes,Yes,UPPER54,45 Murison Drive,,Markham,Markham
640858.9255,4857743.7213,476,57371,Sir Richard W. Scott B & A School Program,The Village – Children’s Programs,Child Care Centre,L3S 3S8,(647) 295-8697,,14th Avenue & 9th Line,Centre Based Child Care,Yes,Yes,SIR R03,90 Roxbury Street,,Markham,Markham
631037.969,4861634.409,477,318864,Upper Canada Child Care at Sir Wilfrid Laurier PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6C 3H6,(905) 887-7927,,Woodbine Avenue & Elgin Mills Road,Centre Based Child Care,Yes,Yes,UPPER39,160 Hazelton Ave,,Markham,Markham
626867.076,4857142.7911,478,108858,Sixteenth (16th) Avenue Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L4C 7A9,(905) 884-8588,,16th Avenue and Yonge Street,Centre Based Child Care,Yes,Yes,SIXTE01,400 16th Avenue,,Richmond Hill,Richmond Hill
640679.938,4870316.5,479,266258,Small Town Montessori Pre-School Inc.,Small Town Montessori Pre-School Inc.,Child Care Centre,L4A 1E3,(905) 642-6600,,Church Sreet & Main Street,Centre Based Child Care,Yes,No,SMALL04,34 Church Street,,Stouffville,Whitchurch-Stouffville
623946.8284,4867807.6355,480,75663,Small Steps Early Learning Centre,2139639 Ontario Limited,Child Care Centre,L4E 0K5,(905) 313-1122,,Yonge Street and King Road,Centre Based Child Care,Yes,Yes,SMALL07,"13321 Yonge Street, ",unit 106,Richmond Hill,Richmond Hill
637938.1995,4858947.576,481,17199,Wesley Christian Early Learning Centre,Some Place Special Christian Day Care and Academy,Child Care Centre,L3P 1M4,(905) 201-8461,,McCowan Road & Highway 7,Centre Based Child Care,Yes,Yes,WESLE01,22 Heritage Road,,Markham,Markham
618565.3562,4857212.7375,482,165518,Songbirds Montessori School - Maple,2803229 ONTARIO INC,Child Care Centre,L6A 2W2,(416) 450-3656,,Major Mackenzie Road & Keele Street,Centre Based Child Care,No,Yes,SONGB01,20 Cranston Park Ave Suite 12-14,,Maple,Vaughan
638933.0464,4860480.1465,483,374270,EarlyON Springdale Park,,EarlyON Program,L3P 6M6,(905) 471-1620,,,Centre Based Child Care,No,No,EARL112,45 Norwich Drive,,"Markham, ON",Markham
639540.656,4870345.0,484,209781,St. Katharine Drexel B&A,The Village – Children’s Programs,Child Care Centre,L4A 1E4,(905) 471-8180,,Millard Street & Ninth Line,Centre Based Child Care,Yes,No,ST. K01,333 Glad Park Avenue,,Stouffville,Whitchurch-Stouffville
615866.332,4856773.108,485,336268,St Mary of the Angels,,Child Care Centre,L4H 0E4,(905) 859-9941,,Weston Rd and Teston Rd,Centre Based Child Care,No,No,ST MA01,351 Vellore Park Ave,,Woodbridge,Vaughan
631377.7333,4852494.9442,486,1117,St. Michael Child Care Centre,Among Friends Day Care Centre,Child Care Centre,L3T 4R6,(905) 552-0610 ,Ext.3,Don Mills Raod & Steeles Avenue,Centre Based Child Care,Yes,Yes,ST. M36,41 Simonston Boulevard,,Thornhill,Markham
639704.25,4859462.5,487,13025,St. Andrew's Co-operative Playschool,St. Andrew's Co-operative Playschool Inc.,Child Care Centre,L3P 1X5,(905) 472-1996,,Highway 48 & Highway 7,Centre Based Child Care,Yes,No,ST. A01,32 Main Street North,,Markham,Markham
624221.188,4857880.5,488,107005,St. Anne's School Age Program,YMCA of Greater Toronto,Child Care Centre,L4C 7N1,(905) 508-6698,,Bathurst Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,ST. A17,105 Don Head Village Boulevard,,Richmond Hill,Richmond Hill
610757.4019,4850731.3504,489,222206,St. Angela Merici,Kids Can Doodle Before And After School Program,Child Care Centre,L4H 1C3,(416) 434-9873,,Martingrove Road & Langstaff Road,Centre Based Child Care,Yes,Yes,ST. A18,8881 Martingrove Avenue,,Woodbridge,Vaughan
611678.907,4852642.47,490,259301,St. Andrew School Age Program,Among Friends Day Care Centre,Child Care Centre,L4H 1G5,(905) 552-0610 ,Ext.3,Rutherford Road & Islington Avenue,Centre Based Child Care,Yes,Yes,ST. A13,151 Forest Fountain Drive,,Woodbridge,Vaughan
615616.813,4854060.0,491,163540,St. Agnes of Assisi Child Care,Among Friends Day Care Centre,Child Care Centre,L4H 2A9,(905) 552-0610 ,Ext.3,Weston Road & Rutherford Road,Centre Based Child Care,Yes,Yes,ST. A12,120 La Rocca Avenue,,Woodbridge,Vaughan
627347.906,4854105.5,492,60005,St. Anthony Child Care Centre,Among Friends Day Care Centre,Child Care Centre,L3T 3L3,(905) 552-0610,,Yonge Street & Royal Orchard Boulevard,Centre Based Child Care,Yes,Yes,ST. A14,141 Kirk Drive,,Thornhill,Markham
640922.7052,4871012.4117,493,166112,St. Brigid Child Care,Among Friends Day Care Centre,Child Care Centre,L4A 5S2,(905) 552-0610,,Millard Street & 9th Line,Centre Based Child Care,Yes,Yes,ST. B06,223 Millard Street,,Stouffville,Whitchurch-Stouffville
630173.188,4907426.0,494,161748,Upper Canada Child Care at St. Bernadette CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L0E 1R0,(905) 722-6734,,Dalton Road/Baseline,Centre Based Child Care,Yes,Yes,UPPER41,5279 Black River Road,,Sutton,Georgina
640045.705,4869296.645,495,366312,Upper Canada Child Care at St. Brendan CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4A 0Z6,(905) 642-0820,,9th Line/Main St,Centre Based Child Care,Yes,Yes,UPPER42,751 Hoover Park Drive,,Stouffville,Whitchurch-Stouffville
637403.9912,4854542.4399,496,8521,Upper Canada Child Care at St. Benedict CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3R 7E4,(905) 513-9081,,Steeles/Brimley,Centre Based Child Care,Yes,Yes,UPPER40,50 Aldergrove Drive,,Unionville,Markham
624771.813,4856772.75,497,111419,St. Charles Garnier Before and After School Progra,Family Day Care Services,Child Care Centre,L4C 5H5,(905) 508-7671,,Avenue Road & Carrville Road,Centre Based Child Care,Yes,Yes,ST. C02,16 Castlerock Drive,,Richmond Hill,Richmond Hill
614808.9273,4848252.1793,498,149028,St. Catherine of Sienna,,Child Care Centre,L4L 3J5,(905) 265-7458,,Terra Road & Pine Valley Drive,Centre Based Child Care,Yes,Yes,ST. C04,80 Terra Road,,Woodbridge,Vaughan
621015.4885,4856243.8692,499,346514,St. Cecilia School Age Program,Community of Maple Child Care Services,Child Care Centre,L6A 4P3,(905) 553-5752,,Keele Street & Rutherford Road,Centre Based Child Care,Yes,Yes,ST. C10,300 Peter Rupert Avenue,,Maple,Vaughan
611941.656,4849023.5,500,170456,St. Clement Before and After School,St. Gabriel Child Care Centre of Woodbridge,Child Care Centre,L4L 3Y1,(647) 618-3359,,Martin Grove Road & Highway 7,Centre Based Child Care,Yes,Yes,ST. C08,40 Bainbridge Avenue,,Vaughan,Vaughan
615658.75,4852672.25,501,207677,Upper Canada Child Care at St. Clare CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4L 8J5,(905) 850-5569,,Weston Road & Rutherford Road,Centre Based Child Care,Yes,Yes,UPPER43,391 Velmar Drive,,Woodbridge,Vaughan
619011.3201,4857223.4906,502,139911,St. David Day Care Centre for School Age Children,Among Friends Day Care Centre,Child Care Centre,L6A 3J7,(905) 552-0610,,Major Mackenzie Drive & Keele Street,Centre Based Child Care,Yes,Yes,ST. D03,240 Killian Road,,Maple,Vaughan
616383.3852,4854031.1992,503,210512,St. Emily Child Care,Among Friends Day Care Centre,Child Care Centre,L4H 2K8,(905) 552-0610,,Weston Road & Rutherford Road,Centre Based Child Care,Yes,Yes,ST. E07,60 Vellore Woods Boulevard,,Woodbridge,Vaughan
638304.7295,4860165.9167,504,70928,St. Edward Before & After School Program,The Village – Children’s Programs,Child Care Centre,L3P 7M8,(905) 294-8548,,McCowan Road & 16th Avenue,Centre Based Child Care,Yes,Yes,ST. E04,33 Cairns Drive,,Markham,Markham
624900.6422,4881574.5005,505,168401,St. Elizabeth Seton,,Child Care Centre,L3Y 8B3,(905) 265-7458,,Leslie Street/Yonge,Centre Based Child Care,Yes,Yes,ST. E08,960 Leslie Valley Drive,,Newmarket,Newmarket
637643.3399,4855937.4942,506,27376,St. Francis Xavier Before & After Child Care Prog.,Family Day Care Services,Child Care Centre,L3S 1Y4,(905) 472-9685,,Highglen Avenue & Brimley Road,Centre Based Child Care,Yes,Yes,ST. F01,223 Highglen Avenue,,Markham,Markham
615796.4285,4850551.1546,507,177246,St. Gabriel Child Care Centre,St. Gabriel Child Care Centre of Woodbridge,Child Care Centre,L4L 5S4,(905) 850-3358,,Weston Road & Highway 7,Centre Based Child Care,Yes,Yes,ST. G01,91 Fiori Drive,,Woodbridge,Vaughan
615960.9688,4851878.7686,508,240554,St. Gregory the Great Before & After School Program,St. Gabriel Child Care Centre of Woodbridge,Child Care Centre,L4L 6Z6,(905) 850-3358,,Weston Road & Langstaff Road,Centre Based Child Care,Yes,Yes,ST. G02,140 Greenpark Boulevard,,Woodbridge,Vaughan
619033.1161,4857572.2596,509,353662,St. Joan of Arc Child Care Centre,Community of Maple Child Care Services,Child Care Centre,L6A 1W9,(905) 832-7768,,Keele Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,ST. J01,1 St. Joan of Arc Avenue,,Maple,Vaughan
616057.875,4851111.5,510,126562,St. John Bosco Child Care Centre of Woodbridge,St. John Bosco Child Care Centre of Woodbridge,Child Care Centre,L4L 5N9,(905) 850-4618,,Weston Road & Langstaff Road,Centre Based Child Care,Yes,Yes,ST. J02,199 Belview Avenue,,Woodbridge,Vaughan
623110.568,4850978.3401,511,199175,St. Joseph The Worker Child Care Centre Inc.,St. Joseph The Worker Child Care Centre Inc.,Child Care Centre,L4J 5Y6,(905) 660-3527,,Centre Street & Dufferin Street,Centre Based Child Care,Yes,Yes,ST. J03,475 Brownridge Drive,,Thornhill,Vaughan
627122.719,4858557.5,512,103999,St. Joseph's Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L4C 2H4,(905) 780-9857,,Bayview Avenue & Weldrick Road East,Centre Based Child Care,Yes,Yes,ST. J21,301 Roney Avenue,,Richmond Hill,Richmond Hill
